Razão Social;Nome Fantasia;CNPJ;Porte;Data de Inicio da Operação;Situação;Atividade;CEP;UF;Localidade;Bairro;Logradouro;Complemento;Telefone;Email Institucional;Email Comercial;Site;Data de Geração do Certificado;Data de Validade do Certificado;Código do Certificado;CNAE;Natureza Jurídica;Tipo de Veículo;Veículos Aquáticos;Veículos Terrestre;Línguas;Quantidade de Veículos;Trimestre
NTUR SERVICOS DE LOCACAO E TURISMO EIRELI;NTUR LOCACAO E TURISMO;33.971.586/0001-90;MICROEMPRESA;19/06/2019;Em Operação;Locadora de Veículos para Turistas;77006-314;TO;Palmas;Plano Diretor Norte;212 Norte Alameda 7; - ;(63)3215-4957;ntur.jalapao@gmail.com;Ntur.jalapao@gmail.com; - ;28/06/2019 09:26:08;28/06/2021 09:26:08;33.971.586/0001-90;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ; - ; - ; - ;0;2020T01
J D TRANSPORTE COLETIVO EIRELI;J D TRANSPORTE COLETIVO;34.004.611/0001-20;MICROEMPRESA;24/06/2019;Em Operação;Locadora de Veículos para Turistas;14404-095;SP;Franca;Prolongamento Jardim Aeroporto I;Alípio Resende de Araújo; - ;(16)9194-8691;fernandatentoni@hotmail.com;fernandatentoni@hotmail.com; - ;10/07/2019 13:47:54;10/07/2021 13:47:54;34.004.611/0001-20;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ; - ; - ; - ;0;2020T01
R SOVIENSKI TRANSPORTES LTDA;RJ RECEPTIVO;34.056.328/0001-41;MICROEMPRESA;28/06/2019;Em Operação;Locadora de Veículos para Turistas;82310-090;PR;Curitiba;São Braz;Carmela Tosato;46;(41)9914-0539;LUIZ@LCJCONTABILIDADE.COM.BR;LUIZ@LCJCONTABILIDADE.COM.BR; - ;19/09/2019 14:06:29;19/09/2021 14:06:29;34.056.328/0001-41;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Sociedade Empresária Limitada; - ; - ; - ; - ;0;2020T01
MARIO CESAR VIEIRA;MARIO TRANSPORTES;34.058.713/0001-28;MICROEMPRESA;28/06/2019;Em Operação;Locadora de Veículos para Turistas;79290-000;MS;Bonito; - ;RUA DOS BALSAMOS, 30;;(67)3255-2597;mariocezar56@outlook.com;mariocezar56@outlook.com; - ;08/07/2019 15:59:27;08/07/2021 15:59:27;34.058.713/0001-28;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Empresário (Individual); - ; - ; - ;Espanhol|Inglês;0;2020T01
CTUR EMPREENDIMENTOS E EVENTOS EIRELI;CASA DO TURISTA DO XINGO;34.207.201/0001-86;MICROEMPRESA;15/07/2019;Em Operação;Locadora de Veículos para Turistas;49820-000;SE;Canindé de São Francisco; - ;Av. Ananias Fernandes Santos, 1263;;(79)9882-9733;reidocangacoburguer@outlook.com;reidocangacoburguer@outlook.com; - ;29/08/2019 16:58:35;29/08/2021 16:58:35;34.207.201/0001-86;9329-8/99 - OUTRAS ATIVIDADES DE RECREAÇÃO E LAZER NÃO ESPECIFICADAS ANTERIORMENTE ;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ; - ; - ; - ;0;2020T01
AFJ RENTAL GRUPO SERVICOS E LOCACOES EIRELI;ORLANDO RENT CAR;34.265.449/0001-01;MICROEMPRESA;19/07/2019;Em Operação;Locadora de Veículos para Turistas;49100-000;SE;São Cristóvão; - ;RUA G-1, Nº 07, BAIRRO ROSA ELZE;CONJ ROSA MARIA;(79)9921-2177;contato@paulofilhocontabilidade.com.br;afjrental@gmail.com; - ;16/12/2019 09:10:03;16/12/2021 09:10:03;34.265.449/0001-01;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ; - ; - ;Espanhol|Inglês;0;2020T01
A ALVARES TIEGHI TURISMO;VENTUR LOCADORA;34.335.030/0001-70;MICROEMPRESA;26/07/2019;Em Operação;Locadora de Veículos para Turistas;08615-210;SP;Suzano;Vila Urupês;Príncipe Feliz; - ;(11)9262-2182;VISAOACAOCONTABILIDADE@IG.COM.BR;VISAOACAOCONTABILIDADE@IG.COM.BR; - ;06/11/2019 12:18:08;06/11/2021 12:18:08;34.335.030/0001-70;7719-5/99 - LOCAÇÃO DE OUTROS MEIOS DE TRANSPORTE NÃO ESPECIFICADOS ANTERIORMENTE, SEM CONDUTOR;Empresário (Individual); - ; - ; - ; - ;0;2020T01
ROSELI APARECIDA CAMARGO LOCACAO DE AUTOMOVEIS;Kalango Tur;34.504.055/0001-50;MICROEMPRESA;12/08/2019;Em Operação;Locadora de Veículos para Turistas;18737-046;SP;Itaí; - ;R NATANAEL ROLIM PINHEIRO, 310; - ;(14)3761-0149;MARCELOAUGUSTODOMINGOS@GMAIL.COM;MARCELOAUGUSTODOMINGOS@GMAIL.COM; - ;10/09/2019 11:34:22;10/09/2021 11:34:22;34.504.055/0001-50;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Empresário (Individual); - ; - ; - ; - ;0;2020T01
DEGETOUR TRANSPORTES DE PASSAGEIROS EIRELI;DEGETOUR;34.579.533/0001-91;MICROEMPRESA;19/08/2019;Em Operação;Locadora de Veículos para Turistas;48360-000;BA;Acajutiba; - ;RUA SOUZA BRITO;;(75)9945-8082;DEGETUOR@GMAIL.COM;DEGETUOR@GMAIL.COM; - ;15/01/2020 15:57:13;15/01/2022 15:57:13;34.579.533/0001-91;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ; - ; - ; - ;0;2020T01
GUGA TRANSPORTE E TURISMO LTDA;GUGA TRANSPORTE E TURISMO;34.654.791/0001-95;MICROEMPRESA;26/08/2019;Em Operação;Locadora de Veículos para Turistas;57460-000;AL;Piranhas; - ;Rua Campo Grande, 11;Box 11, Vila Alagoas;(79)9885-0250;CEPCONTABIL.PIRANHAS@GMAIL.COM;CEPCONTABIL.PIRANHAS@GMAIL.COM; - ;02/10/2019 11:39:48;02/10/2021 11:39:48;34.654.791/0001-95;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Sociedade Empresária Limitada; - ; - ; - ; - ;0;2020T01
MOTRIZ VEICULOS, EQUIPAMENTOS E SERVICOS EIRELI;MOTRIZ VEICULOS, EQUIPAMENTOS E SERVICOS;34.669.649/0001-11;MICROEMPRESA;26/08/2019;Em Implantação;Locadora de Veículos para Turistas;13277-113;SP;Valinhos;Santa Marina;Antônio Juliatto, 38; - ;(19)9123-7907;ATENDIMENTO@EMPCONTABIL.COM.BR;ATENDIMENTO@EMPCONTABIL.COM.BR; - ;16/10/2019 13:52:20;16/10/2021 13:52:20;34.669.649/0001-11;7719-5/99 - LOCAÇÃO DE OUTROS MEIOS DE TRANSPORTE NÃO ESPECIFICADOS ANTERIORMENTE, SEM CONDUTOR;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ; - ; - ; - ;0;2020T01
D.R MARQUES TRANSPORTES EIRELI;MK TRANSLOG - TRANSPORTES E LOGISTICA;34.685.599/0001-66;MICROEMPRESA;28/08/2019;Em Operação;Locadora de Veículos para Turistas;45821-321;BA;Eunápolis;Antares;Q; - ;(73)3261-9134;EXATA_EMPRESARIAL@HOTMAIL.COM;EXATA_EMPRESARIAL@HOTMAIL.COM; - ;19/11/2019 17:38:43;19/11/2021 17:38:43;34.685.599/0001-66;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ; - ; - ; - ;0;2020T01
LIDIA DE CASTRO ALVES;LR TRANSPORTES;34.716.302/0001-82;MICROEMPRESA;30/08/2019;Em Operação;Locadora de Veículos para Turistas;79290-000;MS;Bonito; - ;Rua Aniceto Coelho nº 507;;(67)9940-0397;lrtransp@outlook.com;lrtransp@outlook.com; - ;09/09/2019 11:00:57;09/09/2021 11:00:57;34.716.302/0001-82;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Empresário (Individual); - ; - ; - ;Espanhol|Inglês;0;2020T01
DANIELE ROSA;UPER 7 BRASIL;34.805.055/0001-90;MICROEMPRESA;09/09/2019;Em Operação;Locadora de Veículos para Turistas;35502-276;MG;Divinópolis;Icaraí;Alice Bueno;empresa ;(37)3213-2435;CONTABILIDADEGONTIJOQUEIROZ@GMAIL.COM;CONTABILIDADEGONTIJOQUEIROZ@GMAIL.COM;www.uper7.com.br;27/11/2019 09:43:21;27/11/2021 09:43:21;34.805.055/0001-90;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Empresário (Individual); - ; - ; - ; - ;0;2020T01
CEZAR RODRIGUES PEREIRA;SL TUR LOCACAO E TURISMO;34.854.084/0001-42;MICROEMPRESA;12/09/2019;Em Operação;Locadora de Veículos para Turistas;79006-720;MS;Campo Grande;Cohafama;Oriente; - ;(67)9658-6009;CEZARRODRIGUES2020@GMAIL.COM;CEZARRODRIGUES2020@GMAIL.COM; - ;26/11/2019 15:21:44;26/11/2021 15:21:44;34.854.084/0001-42;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Empresário (Individual); - ; - ; - ; - ;0;2020T01
EDUARDO R. FRANCO TRANSPORTES EIRELI;RF TRANSPORTES;35.019.461/0001-90;MICROEMPRESA;27/09/2019;Em Operação;Locadora de Veículos para Turistas;12082-630;SP;Taubaté;Loteamento Residencial Colinas;Maria Luiza da Silva; - ;(12)7402-1254;EDUARDORAMIRO.FR@GMAIL.COM;EDUARDORAMIRO.FR@GMAIL.COM; - ;14/01/2020 12:08:21;14/01/2022 12:08:21;35.019.461/0001-90;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ; - ; - ; - ;0;2020T01
B A V J C TRANSPORTES LTDA;TOP TUR TRANSPORTE LOGISTICA;35.073.958/0001-97;MICROEMPRESA;03/10/2019;Em Operação;Locadora de Veículos para Turistas;45936-000;BA;Itabatan; - ;estados unidos;;(73)9925-1818;LORENA@RUASCONSULTORIA.COM.BR;LORENA@RUASCONSULTORIA.COM.BR; - ;16/12/2019 11:23:08;16/12/2021 11:23:08;35.073.958/0001-97;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Sociedade Empresária Limitada; - ; - ; - ; - ;0;2020T01
LBM SERVICOS FUNERARIOS LTDA;CRED URNA;35.074.608/0001-45;MICROEMPRESA;07/05/1990;Em Operação;Locadora de Veículos para Turistas;60543-454;CE; - ;Bom Jardim;Rua Edson Martins, 347;;(85)9880-6074;lbmeireles@gmail.com;lbmeireles@gmail.com; - ;20/11/2019 11:05:43;20/11/2021 11:05:43;35.074.608/0001-45;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Sociedade Empresária Limitada; - ; - ; - ;Árabe|Espanhol|Inglês|Português;0;2020T01
TCNEWS SERVICOS DE TRANSPORTE E LOGISTICA EIRELI;TC TURISMO;35.100.546/0001-07;EMPRESA DE PEQUENO PORTE;07/10/2019;Em Operação;Locadora de Veículos para Turistas;66063-223;PA;Belém;São Brás;Francisco Caldeira Castelo Branco;- de 1325/1326 a 2435/2436;(91)8102-2587;leno.valente29@gmail.com;TCNEWS@TRANSPORTESTCNEWS.COM.BR; - ;22/01/2020 13:54:38;22/01/2022 13:54:38;35.100.546/0001-07;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ; - ; - ; - ;0;2020T01
NORMA LOCADORA EIRELI;ELI LOCADORA;35.112.975/0001-96;MICROEMPRESA;08/10/2019;Em Operação;Locadora de Veículos para Turistas;18120-000;SP;Mairinque; - ;RUA YOLANDA ;;(11)4002-6190;NORMALOCADORA@HOTMAIL.COM;NORMALOCADORA@HOTMAIL.COM; - ;12/12/2019 15:46:13;12/12/2021 15:46:13;35.112.975/0001-96;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ; - ; - ;Português;0;2020T01
MARCO ANTONIO DE SOUZA TRANSPORTE;TRANSPORTE SOUZA;35.138.125/0001-67;MICROEMPRESA;09/10/2019;Em Implantação;Locadora de Veículos para Turistas;79290-000;MS;Bonito; - ;Rua Percio Schamann ;Nº 913 - Centro;(67)9969-7617;marcosouzabto3@gmail.com;marcosouzabto3@gmail.com; - ;23/10/2019 11:44:29;23/10/2021 11:44:29;35.138.125/0001-67;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Empresário (Individual); - ; - ; - ; - ;0;2020T01
RICARDO ROSENDO DA SILVA EIRELI;RICARDO TURISMO;35.167.083/0001-92;MICROEMPRESA;14/10/2019;Em Operação;Locadora de Veículos para Turistas;47600-000;BA;Bom Jesus da Lapa; - ;BR 349;CASA KM 20;(77)9931-9009;RICARDO.RESENDEBJL21@GMAIL.COM;RICARDO.RESENDEBJL21@GMAIL.COM; - ;20/11/2019 13:06:14;20/11/2021 13:06:14;35.167.083/0001-92;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ; - ; - ; - ;0;2020T01
ITAIANE DOS REIS SANTOS MENDES;TRANS TUR;35.203.974/0001-57;MICROEMPRESA;16/10/2019;Em Operação;Locadora de Veículos para Turistas;39205-000;MG;Três Marias; - ;RUA PATOS DE MINAS, 164;SALA A;(38)8819-4629;FISCAL.MAXTURTRANSPORTES@GMAIL.COM;FISCAL.MAXTURTRANSPORTES@GMAIL.COM; - ;20/12/2019 08:52:57;20/12/2021 08:52:57;35.203.974/0001-57;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Empresário (Individual); - ; - ; - ; - ;0;2020T01
LUCIANO BARROS INACIO EIRELI;LCTUR;35.338.802/0001-90;MICROEMPRESA;29/10/2019;Em Operação;Locadora de Veículos para Turistas;79006-560;MS;Campo Grande;Vila Bandeirante;Brilhante;- de 1711/1712 ao fim;(67)8117-4649;DAGBERTOBARBOSA@HOTMAIL.COM;DAGBERTOBARBOSA@HOTMAIL.COM; - ;11/12/2019 16:04:10;11/12/2021 16:04:10;35.338.802/0001-90;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ; - ; - ; - ;0;2020T01
EVOLUX TRANSPORTES E TURISMO EIRELI;EVOLUX TURISMO;35.462.060/0001-00;MICROEMPRESA;08/11/2019;Em Operação;Locadora de Veículos para Turistas;49600-000;SE;Nossa Senhora das Dores; - ;Fontinhas;;(79)9824-0119;EVOLUXTRANSTOUR@GMAIL.COM;EVOLUXTRANSTOUR@GMAIL.COM; - ;26/11/2019 15:31:52;26/11/2021 15:31:52;35.462.060/0001-00;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ; - ; - ;Espanhol|Português;0;2020T01
FAVARO & SANTOS LOCACAO DE VEICULOS LTDA;RAMS TUR;35.520.856/0001-72;DEMAIS;14/11/2019;Em Implantação;Locadora de Veículos para Turistas;13454-183;SP;Santa Bárbara D'Oeste;Jardim Pérola;do Chá; - ;(19)9312-5963;SP.FAVARO@HOTMAIL.COM;SP.FAVARO@HOTMAIL.COM; - ;03/12/2019 14:46:39;03/12/2021 14:46:39;35.520.856/0001-72;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Sociedade Empresária Limitada; - ; - ; - ; - ;0;2020T01
MR TUR TRANSPORTE DE PASSAGEIRO EIRELI;MR TUR;35.581.413/0001-91;MICROEMPRESA;21/11/2019;Em Operação;Locadora de Veículos para Turistas;09360-050;SP;Mauá;Jardim Pilar;Frei Galvão; - ;(11)3420-3920;TRANSPLATINNUM.CONTATO@GMAIL.COM;contatos.mrtur@gmail.com; - ;15/01/2020 12:06:51;15/01/2022 12:06:51;35.581.413/0001-91;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ; - ; - ;Português;0;2020T01
3E TRANSPORTES LTDA;3E TRANSPORTES;35.596.689/0001-43;MICROEMPRESA;23/11/2019;Em Operação;Locadora de Veículos para Turistas;82015-750;PR;Curitiba;Santa Felicidade;Rua Ângelo Dallarmi;669;(41)9999-4887;turismo3e@yahoo.com.br;turismo3e@yahoo.com.br; - ;26/02/2020 14:27:04;26/02/2022 14:27:04;35.596.689/0001-43;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Sociedade Empresária Limitada; - ; - ; - ;Espanhol|Inglês;0;2020T01
THIAGO ANTONINI MARES SANTOS LTDA;ANTONINI LOCADORA;35.652.093/0001-13;MICROEMPRESA;28/11/2019;Em Operação;Locadora de Veículos para Turistas;30310-010;MG;Belo Horizonte;Carmo;Grão Mogol;- até 942/943;(31)3413-4331;valquiriampr@gmail.com;valquiriampr@gmail.com; - ;03/12/2019 13:51:07;03/12/2021 13:51:07;35.652.093/0001-13;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Sociedade Empresária Limitada; - ; - ; - ; - ;0;2020T01
MARIA EDUARDA DE S SEBASTIAO LTDA;NE TRANSPORTES;35.762.447/0001-82;MICROEMPRESA;11/12/2019;Em Operação;Locadora de Veículos para Turistas;79290-000;MS;Bonito; - ;RUA NOVA JERUSALEM;;(67)8449-5037;NETRANSPORTES20@HOTMAIL.COM;NETRANSPORTES20@HOTMAIL.COM; - ;19/12/2019 12:09:34;19/12/2021 12:09:34;35.762.447/0001-82;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Sociedade Empresária Limitada; - ; - ; - ; - ;0;2020T01
L F DE ALMEIDA EIRELI;EVOCAR LOCADORA DE VEICULOS;35.794.089/0001-90;MICROEMPRESA;16/12/2019;Em Implantação;Locadora de Veículos para Turistas;74560-530;GO;Goiânia;Setor Centro Oeste;Bernardo Sayão;- de 1345 ao fim - lado ímpar;(62)9847-8712;EVOCARSERVICOS@OUTLOOK.COM;EVOCARSERVICOS@OUTLOOK.COM; - ;17/12/2019 11:26:49;17/12/2021 11:26:49;35.794.089/0001-90;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ; - ; - ; - ;0;2020T01
RANKING LOCACAO E SERVICOS LTDA;RANKING RENT''A CAR;36.002.301/0001-00;DEMAIS;29/06/1990;Em Operação;Locadora de Veículos para Turistas;29070-010;ES;Cariacica;República;Adalberto Simão Nader; - ;(27)3145-3400;tiago.sa@rankingrentacar.com.br;tiago.sa@rankingrentacar.com.br;www.rankingrentacar.com.br;16/07/2018 11:21:41;16/07/2020 11:21:41;36.002.301/0001-00;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Sociedade Empresária Limitada; - ; - ; - ;Inglês;0;2020T01
ROSANA APARECIDA TORRATI TEDESCO EIRELI;ROSANA APARECIDA TORRATI TEDESCO;36.274.617/0001-42;MICROEMPRESA;06/02/2020;Em Operação;Locadora de Veículos para Turistas;15970-000;SP;Santa Ernestina; - ;RUA DOS FUMEIROS, 13;;(16)3252-5060;RC-CONTABIL@HOTMAIL.COM;RC-CONTABIL@HOTMAIL.COM; - ;18/02/2020 10:25:21;18/02/2022 10:25:21;36.274.617/0001-42;7719-5/99 - LOCAÇÃO DE OUTROS MEIOS DE TRANSPORTE NÃO ESPECIFICADOS ANTERIORMENTE, SEM CONDUTOR;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ; - ; - ; - ;0;2020T01
RAFAEL BARRETO DE SOUZA;REALIZA LOCACOES;36.278.313/0001-53;MICROEMPRESA;06/02/2020;Em Operação;Locadora de Veículos para Turistas;59570-000;RN;Ceará-Mirim; - ;RUA GENERAL JOAO VARELA,N°980;SALA 01;(84)9915-9962;rafaelbscaixa@gmail.com;CENTROCONTABILCR@HOTMAIL.COM; - ;04/03/2020 09:56:58;04/03/2022 09:56:58;36.278.313/0001-53;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Empresário (Individual); - ; - ; - ; - ;0;2020T01
FEDERAL AUTOMARCAS LTDA;REDE BRASIL DE ALUGUEL DE VEICULOS;36.325.116/0001-48;EMPRESA DE PEQUENO PORTE;17/03/1992;Em Operação;Locadora de Veículos para Turistas;29075-053;ES;Vitória;Goiabeiras;Av Fernando Ferrari;3497;(27)3200-3055;felipe@rbrvix.com.br;atendimento@rbrvix.com.br;www.rbr.com.br;21/06/2018 12:25:54;21/06/2020 12:25:54;36.325.116/0001-48;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Sociedade Empresária Limitada; - ; - ; - ;Espanhol|Inglês;0;2020T01
COOTRANSP COOPERATIVA DOS TRANSPORTES DE PASSAGEIROS E CARGAS;COOTRANSP;36.380.584/0001-15;DEMAIS;14/02/2020;Em Operação;Locadora de Veículos para Turistas;72640-000;DF;Brasília;Recanto das Emas;ADE 600; - ;(61)9364-0515;andrericardogomesr@gmail.com;andrericardogomesr@gmail.com; - ;10/03/2020 15:25:00;10/03/2022 15:25:00;36.380.584/0001-15;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Cooperativa; - ; - ; - ; - ;0;2020T01
OCA YOLO TURISMO E IMAGENS LTDA;OCA YOLO;36.505.051/0001-12;MICROEMPRESA;28/02/2020;Em Implantação;Locadora de Veículos para Turistas;95150-000;RS;Nova Petrópolis; - ;Avenida Presidente Getúlio Vargas, 622;;(51)9980-9086;ocayolo@outlook.com.br;ocayolo@outlook.com.br;http://ocayolo.com.br;25/03/2020 20:52:28;25/03/2022 20:52:28;36.505.051/0001-12;9329-8/99 - OUTRAS ATIVIDADES DE RECREAÇÃO E LAZER NÃO ESPECIFICADAS ANTERIORMENTE ;Sociedade Empresária Limitada; - ; - ; - ; - ;0;2020T01
LIDIA VEICULOS E SERVICOS LTDA;UNIDAS RENT A CAR;36.520.369/0001-72;MICROEMPRESA;04/12/1991;Em Operação;Locadora de Veículos para Turistas;25665-132;RJ;Petrópolis;Bingen;Doutor Paulo Herve;- até 708 - lado par;(24)9886-7945;lidia.agente@gmail.com;lidia.dallier@yahoo.com.br; - ;26/04/2019 12:19:19;26/04/2021 12:19:19;36.520.369/0001-72;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Sociedade Empresária Limitada; - ; - ; - ; - ;0;2020T01
A.A.ALMEIDA DE OLIVEIRA TRANSPORTES E TURISMO;TOURIST RIO TRANSPORTES;36.533.966/0001-31;MICROEMPRESA;04/12/1991;Em Operação;Locadora de Veículos para Turistas;22770-580;RJ;Rio de Janeiro;Pechincha;Caniu;304;(21)9644-4012;ANTONIOAAOLIVEIRA@GMAIL.COM;ANTONIOAAOLIVEIRA@GMAIL.COM; - ;19/07/2019 10:18:58;19/07/2021 10:18:58;36.533.966/0001-31;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Empresário (Individual); - ; - ; - ; - ;0;2020T01
MARIO SERGIO LIMA DE ABREU EIRELI;TRANSPORTE GOIANO VANS;36.854.487/0001-17;MICROEMPRESA;10/07/1991;Em Operação;Locadora de Veículos para Turistas;72880-000;GO;Luziânia; - ;Sem Logradouro; - ;(61)9239-1082;ocidentaltransportes@gmail.com;ocidentaltransportes@gmail.com; - ;20/02/2020 13:53:21;20/02/2022 13:53:21;36.854.487/0001-17;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ; - ; - ; - ;0;2020T01
MARIA TEREZA PADILHA MARTINS DE SOUZA;CIA TEATRAL MAPATI;37.099.421/0001-21;MICROEMPRESA;17/06/1992;Em Operação;Locadora de Veículos para Turistas;70310-500;DF;Brasília;Asa Sul;dos Estados; - ;(61)3347-3920;terezapadilhateatro@gmail.com;terezapadilhateatro@gmail.com; - ;31/08/2018 10:06:07;31/08/2020 10:06:07;37.099.421/0001-21;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Empresário (Individual); - ; - ; - ; - ;0;2020T01
STAR LOCACAO DE SERVICOS GERAIS LTDA;STAR LOCAÇÃO DE SERVIÇOS GERAIS;37.131.539/0001-90;EMPRESA DE PEQUENO PORTE;26/08/1992;Em Operação;Locadora de Veículos para Turistas;70640-008;DF;Brasília;Cruzeiro Velho;ÁREA ESPECIAL BLOCO D-20 ;SALA 303;(61)3362-8861;starlocacao@gmail.com;starlocacao@gmail.com; - ;22/04/2019 17:54:44;22/04/2021 17:54:44;37.131.539/0001-90;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Sociedade Empresária Limitada; - ; - ; - ;Espanhol|Inglês;0;2020T01
RAMON AUTO MARCAS LTDA;RAMON AUTO-MARCAS;37.619.681/0001-80;MICROEMPRESA;30/12/1992;Em Operação;Locadora de Veículos para Turistas;75530-275;GO;Itumbiara;Santos Dumont;Santos Dumont; - ;(64)3404-8900;financeiroitb4@locarx.com.br;financeiroitb4@locarx.com.br; - ;16/10/2019 08:32:20;16/10/2021 08:32:20;37.619.681/0001-80;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Sociedade Empresária Limitada; - ; - ; - ; - ;0;2020T01
MEMORIES EVENTOS E TURISMO LTDA;MEMORIES EVENTOS;38.054.813/0001-37;MICROEMPRESA;07/12/1993;Em Operação;Locadora de Veículos para Turistas;70640-640;DF;Brasília;Cruzeiro Velho;SRES Área Especial Bloco D nº 20;Sobreloja 36;(61)9822-7773;lmartinez@memorieseventos.com.br;lmartinez@memorieseventos.com.br;www.memorieseventos.com.br;19/04/2018 10:46:22;19/04/2020 10:46:22;38.054.813/0001-37;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Sociedade Empresária Limitada; - ; - ; - ;Espanhol|Francês|Inglês;0;2020T01
MARLON FRANCISCO PRADO;PRADO - LOCAÇÃO DE VEICULOS;38.654.802/0001-98;MICROEMPRESA;11/06/1990;Em Operação;Locadora de Veículos para Turistas;79006-420;MS;Campo Grande;Vila Bandeirante;Joaquim Dornelas; - ;(67)3331-5710;pradolocacao@gmail.com;pradolocacao@gmail.com;www.pradolocacaodeveiculos.com;15/08/2018 12:29:27;15/08/2020 12:29:27;38.654.802/0001-98;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Empresário (Individual); - ; - ; - ;Espanhol|Inglês;0;2020T01
M&R PRESTACAO DE SERVICOS LTDA;LOCALIZA RENT A CAR;39.242.847/0001-18;DEMAIS;12/11/1991;Em Operação;Locadora de Veículos para Turistas;28630-000;RJ;Nova Friburgo;Centro;Presidente Costa e Silva;981 a ;(22)2523-0101;tatiane.schimidt@sistemalocaliza.com;tatiane.schimidt@sistemalocaliza.com;www.localiza.com;29/06/2018 12:26:32;29/06/2020 12:26:32;39.242.847/0001-18;7711-0/00 - LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;Sociedade Empresária Limitada; - ; - ; - ;Inglês;0;2020T01
